year,country,country_code,indicator,value,source,notes,z,z,z
2019,Bosnia and Herzegovina,,HDI,0.780,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2019,North Macedonia,,HDI,0.787,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2020,Slovenia,,HDI,0.910,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2020,Croatia,,HDI,0.860,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2020,Montenegro,,HDI,0.832,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2020,Serbia,,HDI,0.806,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2020,Bulgaria,,HDI,0.802,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2020,Albania,,HDI,0.784,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2020,Bosnia and Herzegovina,,HDI,0.776,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2020,North Macedonia,,HDI,0.766,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2021,Slovenia,,HDI,0.916,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2021,Croatia,,HDI,0.867,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2021,Montenegro,,HDI,0.840,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2021,Serbia,,HDI,0.804,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2021,Bulgaria,,HDI,0.796,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2021,Albania,,HDI,0.785,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2021,Bosnia and Herzegovina,,HDI,0.776,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2021,North Macedonia,,HDI,0.764,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2022,Slovenia,,HDI,0.926,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2022,Croatia,,HDI,0.878,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2022,Montenegro,,HDI,0.844,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2022,Serbia,,HDI,0.805,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2022,Bulgaria,,HDI,0.799,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2022,Albania,,HDI,0.789,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2022,Bosnia and Herzegovina,,HDI,0.779,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2022,North Macedonia,,HDI,0.765,Human Development Index (HDI) Trends / https://hdr.undp.org/data-center/documentation-and-downloads,,,,
2000,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.023,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2000,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.218,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2000,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",25.187,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2000,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.472242219,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2000,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.064,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2000,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",32.2,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2000,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",30.609,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2000,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.6,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2000,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.92,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.57,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.921,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",26.289,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.418723327,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.822,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",30.52,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",30.741,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.8,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2001,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.682,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.891,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.11,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",27.312,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.679847271,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.053,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",31.94,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",30.423,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.8,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2002,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.922,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.985,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.733,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",28.447,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.020875753,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.924,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",36.69,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",30.458,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.2,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2003,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.479,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.306,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.037,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",29.276,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.290411215,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.664,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",37.161,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",30.37,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.5,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2004,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.012,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.966,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.083,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",30.227,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.150301071,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.598,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",37.32,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",30.31,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",20.85,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2005,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.506,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.626,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.951,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",31.11,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.43019516,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.13,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",36.392,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",24.79,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",20.85,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2006,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.95,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.966,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.878,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",28.984,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.53799191,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.909,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",35.231,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.4,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.06,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2007,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.818,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.06,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.609,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",23.405,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.544694457,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.53,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",33.93,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.15,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.67,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2008,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.371,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.674,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.817,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",24.068,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.634971456,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.202,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",32.351,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.09,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.116,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2009,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.858,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.086,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.279,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",27.312,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.17598382,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.62,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",33.135,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.649,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.204,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2010,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.236,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.481,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.26,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",27.582,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.26205136,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.678,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",31.502,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.759,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",22.959,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2011,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.166,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.376,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.27,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",28.01,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.41617106,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.935,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",31.096,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.808,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",24,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2012,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.841,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.866,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.941,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",27.49,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.99891166,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.251,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",29.017,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.585,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",22.154,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2013,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.103,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.055,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.424,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",27.517,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",11.62821448,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.29,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",28.215,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",18.054,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",19.223,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2014,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.668,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.193,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.143,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",27.695,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.88521948,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",16.175,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,North Macedonia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",26.395,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,Montenegro,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.555,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,Serbia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",17.66,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2015,Slovenia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.962,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2016,Albania,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",15.418,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2016,Bulgaria,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",7.575,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2016,Bosnia and Herzegovina,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",25.408,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2016,Euro area,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",10.03646118,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
2016,Croatia,,"Unemployment, total (% of total labor force) (modeled ILO estimate)",13.103,World Bank: https://data.worldbank.org/indicator/SL.UEM.TOTL.ZS,,,,
